Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,3412963601,United States,,119896,Industrials,Broadcasting
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,3492761460,United States,,199533,Industrials,Broadcasting
LMAT,LeMaitre Vascular Inc. Common Stock,1859884592,United States,2006,100245,Health Care,Medical/Dental Instruments
LMB,Limbach Holdings Inc. Common Stock,636540686,United States,,118126,Consumer Discretionary,Engineering & Construction
LMFA,LM Funding America Inc. Common Stock,9498193,United States,2015,101021,Finance,Finance: Consumer Services
LMND,Lemonade Inc. Common Stock,1183016479,United States,2020,1674526,Finance,Property-Casualty Insurers
LMNR,Limoneira Co Common Stock,355896866,United States,,32333,Consumer Staples,Farming/Seeds/Milling
LMT,Lockheed Martin Corporation Common Stock,1.10794E+11,United States,,447729,Industrials,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,5228324654,United States,,1155665,Finance,Life Insurance
LNC^D,Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D,,United States,,15865,,
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),499599799,Brazil,,27052,Consumer Staples,Farming/Seeds/Milling
LNG,Cheniere Energy Inc. Common Stock,40151252675,United States,2001,1347484,Utilities,Oil/Gas Transmission
LNKB,LINKBANCORP Inc. Common Stock,239080179,United States,,119643,Finance,Major Banks
LNN,Lindsay Corporation Common Stock,1233175029,United States,,94256,Industrials,Industrial Machinery/Components
LNSR,LENSAR Inc. Common Stock,50374519,United States,,4893,Health Care,Medical/Dental Instruments
LNT,Alliant Energy Corporation Common Stock,13175318454,United States,,1491226,Utilities,Power Generation
LNTH,Lantheus Holdings Inc. Common Stock,5463218186,United States,2015,547160,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LNW,Light & Wonder Inc. Common Stock,9453644283,United States,,358050,Technology,EDP Services
LNZA,LanzaTech Global Inc. Common Stock,346019585,United States,2021,448061,Industrials,Major Chemicals
LNZAW,LanzaTech Global Inc. Warrant,39545095,United States,2021,603,Industrials,Major Chemicals
LOAN,Manhattan Bridge Capital Inc,62226261,United States,,58430,Real Estate,Real Estate Investment Trusts
LOAR,Loar Holdings Inc. Common Stock,5003665190,,2024,178538,Industrials,Military/Government/Technical
LOB,Live Oak Bancshares Inc. Common Stock,1511418173,United States,2022,159707,Finance,Major Banks
LOBO,LOBO EV TECHNOLOGIES LTD. Ordinary shares,21395000,China,2024,25516,Consumer Discretionary,Motor Vehicles
LOCL,Local Bounti Corporation Common Stock,23426847,,2021,2418,Consumer Staples,Farming/Seeds/Milling
LOCO,El Pollo Loco Holdings Inc. Common Stock,341162733,United States,2014,208136,Consumer Discretionary,Restaurants
LODE,Comstock Inc. Common Stock,21427986,United States,,1392523,Industrials,Major Chemicals
LOGC,ContextLogic Inc. Class A Common Stock,138626418,United States,2020,168376,Consumer Discretionary,Catalog/Specialty Distribution
LOGI,Logitech International S.A. Ordinary Shares,15070558187,United States,1997,425603,Technology,Computer peripheral equipment
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,783034387,Argentina,2017,438692,Industrials,Building Materials
LOOP,Loop Industries Inc. Common Stock,96503652,Canada,,9057,Industrials,Major Chemicals
LOPE,Grand Canyon Education Inc. Common Stock,4257049383,United States,2008,163689,Real Estate,Other Consumer Services
LOT,Lotus Technology Inc. American Depositary Shares,0,China,,38470,,
LOTWW,Lotus Technology Inc. Warrants,955880192,China,,1470,Consumer Discretionary,Auto Manufacturing
LOVE,The Lovesac Company Common Stock,357662351,United States,2018,237109,Consumer Discretionary,Other Specialty Stores
LOW,Lowe's Companies Inc. Common Stock,1.2374E+11,United States,,2947484,Consumer Discretionary,RETAIL: Building Materials
LPA,Logistic Properties of the Americas Ordinary Shares,312658105,,2024,118583,Finance,Real Estate
LPCN,Lipocine Inc. Common Stock,39761934,United States,,34530,Health Care,Biotechnology: Pharmaceutical Preparations
LPG,Dorian LPG Ltd. Common Stock,1692612398,United States,2014,576680,Consumer Discretionary,Marine Transportation
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,4510000000,South Korea,2004,335643,Technology,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc. Common Stock,20359677876,United States,2010,594944,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation Common Stock,654216443,United States,,210578,Finance,Finance: Consumer Services
LPSN,LivePerson Inc. Common Stock,63465416,United States,2000,7013302,Technology,Computer Software: Prepackaged Software
LPTH,LightPath Technologies Inc. Class A Common Stock,50837736,United States,1996,66826,Technology,Semiconductors
LPTV,Loop Media Inc. Common Stock,8547966,United States,2022,6552393,Consumer Discretionary,Professional Services
LPTX,Leap Therapeutics Inc. Common Stock,73850416,United States,,127617,Health Care,Biotechnology: Pharmaceutical Preparations
LPX,Louisiana-Pacific Corporation Common Stock,5790367711,United States,,894450,Basic Materials,Forest Products
LQDA,Liquidia Corporation Common Stock,950201012,United States,2018,669786,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,606598666,United States,2006,79427,Consumer Discretionary,Business Services
LQR,LQR House Inc. Common Stock,3991455,United States,2023,90540,Consumer Staples,Beverages (Production/Distribution)
LRCX,Lam Research Corporation Common Stock,1.44026E+11,United States,1984,726644,Technology,Industrial Machinery/Components
LRE,Lead Real Estate Co. Ltd American Depositary Shares,24555420,Japan,2023,49147,Consumer Discretionary,Homebuilding
LRFC,Logan Ridge Finance Corporation Common Stock,60119239,United States,2013,1555,Finance,Finance: Consumer Services
LRHC,La Rosa Holdings Corp. Common Stock,23560071,United States,2023,399854,Finance,Real Estate
LRMR,Larimar Therapeutics Inc. Common Stock,522538519,United States,2014,467485,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride Inc. Common Stock,2922736161,United States,,535191,Real Estate,Other Consumer Services
LSAK,Lesaka Technologies Inc. Common Stock,296374583,South Africa,,8135,Finance,Investment Bankers/Brokers/Service
LSB,LakeShore Biopharma Co. Ltd Ordinary Shares,45282120,China,,43497,Health Care,Biotechnology: Pharmaceutical Preparations
LSBK,Lake Shore Bancorp Inc. Common Stock,67869136,United States,2006,291,Finance,Savings Institutions
LSBPW,LakeShore Biopharma Co. Ltd Warrants,5862667,China,,37599,Health Care,Biotechnology: Pharmaceutical Preparations
LSCC,Lattice Semiconductor Corporation Common Stock,8482486426,United States,,1090525,Technology,Semiconductors
LSEA,Landsea Homes Corporation Common Stock,315844704,United States,2018,88679,Consumer Discretionary,Homebuilding
LSEAW,Landsea Homes Corporation Warrant,5788677,United States,2018,246,Consumer Discretionary,Homebuilding
LSF,Laird Superfood Inc. Common Stock,41329639,,2020,73484,Consumer Staples,Packaged Foods
LSH,Lakeside Holding Limited Common Stock,27675000,United States,2024,71116,,
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,2123881715,Canada,,552207,Technology,Computer Software: Prepackaged Software
LSTA,Lisata Therapeutics Inc. Common Stock,27746826,United States,,1910,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System Inc. Common Stock,6373510412,United States,1993,285925,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,7353798180,United States,,1336215,Industrials,Broadcasting
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,7615150403,United States,,2580,Industrials,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,7370132694,United States,,1905378,Industrials,Broadcasting
LTBR,Lightbridge Corporation Common Stock,58892678,United States,,732137,Consumer Discretionary,Professional Services
LTC,LTC Properties Inc. Common Stock,1491640597,United States,,281787,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,3773889230,United States,2021,812364,Consumer Discretionary,Hotels/Resorts
LTRN,Lantern Pharma Inc. Common Stock,43788336,United States,2020,121128,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,137919268,United States,2000,219364,Telecommunications,Computer Communications Equipment
LTRY,Lottery.com Inc. Common Stock,,United States,2023,18591,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,,United States,2023,8025,Technology,Computer Software: Prepackaged Software
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,1456144609,China,,12873787,Finance,Finance: Consumer Services
LUCD,Lucid Diagnostics Inc. Common Stock,42796307,United States,2021,167977,Health Care,Medical/Dental Instruments
LUCY,Innovative Eyewear Inc. Common Stock,6851667,United States,2022,2243502,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,1743827,United States,2022,308,Health Care,Ophthalmic Goods
LULU,lululemon athletica inc. Common Stock,35250198486,Canada,2007,1702508,Consumer Discretionary,Apparel
LUMN,Lumen Technologies Inc. Common Stock,1075937917,United States,,8275957,Telecommunications,Telecommunications Equipment
LUMO,Lumos Pharma Inc. Common Stock,17693944,United States,2011,2001,Health Care,Biotechnology: Pharmaceutical Preparations
LUNA,Luna Innovations Incorporated Common Stock,102894682,United States,2006,234904,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,250361652,United States,2020,188956,Health Care,Medical/Dental Instruments
LUNR,Intuitive Machines Inc. Class A Common Stock,457401147,United States,2021,3769655,Industrials,Industrial Machinery/Components
LUNRW,Intuitive Machines Inc. Warrants,93474349,United States,2021,34350,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,16367784154,United States,,8221427,Consumer Discretionary,Air Freight/Delivery Services
LUXH,LuxUrban Hotels Inc. Common Stock,8235328,United States,2022,3055717,Finance,Real Estate
LUXHP,LuxUrban Hotels Inc. 13.00% Series A Cumulative Redeemable Preferred Stock,614197788,United States,,4708,Finance,Real Estate
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,73148556,United States,2021,10043,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne Inc. Common Stock,136561096,United States,,644834,Consumer Discretionary,Restaurants
LVRO,Lavoro Limited Class A Ordinary Shares,613359811,Brazil,,698,Consumer Discretionary,Other Specialty Stores
LVROW,Lavoro Limited Warrant,51307665,Brazil,,100,Consumer Discretionary,Other Specialty Stores
LVS,Las Vegas Sands Corp. Common Stock,30882204368,United States,2004,4810547,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,48634811,Netherlands,2021,51177,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,LiveWire Group Inc. Common Stock,1503402981,United States,2022,4731,Consumer Discretionary,Motor Vehicles
LW,Lamb Weston Holdings Inc. Common Stock ,11620589370,United States,2016,2323394,Consumer Staples,Packaged Foods
LWAY,Lifeway Foods Inc. Common Stock,180312626,United States,,103969,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,363885562,United States,,344887,Industrials,Containers/Packaging
LX,LexinFintech Holdings Ltd. American Depositary Shares,266348888,China,2017,477898,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,4316679,China,2020,49460,Real Estate,Other Consumer Services
LXEO,Lexeo Therapeutics Inc. Common Stock,538656325,United States,2023,374694,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LXFR,Luxfer Holdings PLC Ordinary Shares,310026625,United Kingdom,2012,67080,Industrials,Major Chemicals
LXP,LXP Industrial Trust Common Stock (Maryland REIT),2728295934,United States,,1946363,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,,United States,,2673,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,393978805,United States,,2385766,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries Inc. Common Stock,554463822,United States,2003,232608,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),30755022457,Netherlands,,1271106,Industrials,Major Chemicals
LYEL,Lyell Immunopharma Inc. Common Stock,413001540,United States,2021,818851,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,5438959467,United States,2019,10914079,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,1.90072E+11,United Kingdom,,7826110,Finance,Commercial Banks
LYRA,Lyra Therapeutics Inc. Common Stock,16411740,United States,2020,1545912,Health Care,Medical/Dental Instruments
LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,1330860,United Arab Emirates,2022,24821,Technology,EDP Services
LYTS,LSI Industries Inc. Common Stock,411022155,United States,1985,71635,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,21864379399,United States,,1687611,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,1499920757,United States,2021,1116622,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,1573528258,United States,,416552,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,687210179,Isle of Man,,102362,Basic Materials,Metal Mining
M,Macy's Inc Common Stock,5232469430,United States,,6174174,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,4.14832E+11,United States,2006,1801968,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,16255170475,United States,1994,666340,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,,United States,,932,,
MAC,Macerich Company (The) Common Stock,3203889713,United States,1994,971691,Real Estate,Real Estate Investment Trusts
MACA,Moringa Acquisition Corp Class A Ordinary Shares,0,United States,2021,392,Finance,Blank Checks
MACAU,Moringa Acquisition Corp Units,0,United States,2021,1,Finance,Blank Checks
